UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,month,text,label
29836,74788,"Arlington, Virginia",01-04-2020,"Florida @GovRonDeSantis issues a #StayAtHome order, effective April 3 for 30 days. https://t.co/dybKOcYYSK",Positive,1,"Florida  issues a StayAtHome order, effective April 3 for 30 days. url",2
29837,74789,"Los Angeles, CA",01-04-2020,IÂm getting so much anxiety knowing I need to go to the grocery store tomorrow #MyCurrentMentalStateIs #SideEffectsOfQuarantineLife #CoronavirusUSA #Covid_19,Negative,1,IÂm getting so much anxiety knowing I need to go to the grocery store tomorrow MyCurrentMentalStateIs SideEffectsOfQuarantineLife CoronavirusUSA Covid_19,0
29841,74793,San Luis Obispo CA,01-04-2020,"FTC receiving thousands of #coronavirus #Consumer complaints. Protect yourself!
https://t.co/YDeK6S4cJA https://t.co/XPQsRnAr1c",Neutral,1,"FTC receiving thousands of coronavirus Consumer complaints. Protect yourself!
url url",1
29847,74799,"Cork, Ireland",01-04-2020,"Queueing for the supermarket.  Should you?
#coronavirus #COVID19",Neutral,1,"Queueing for the supermarket.  Should you?
coronavirus COVID19",1
29824,74776,Germany,01-04-2020,"Shoppers wearing protective gear returned to a supermarket in #Wuhan as the city loosened #coronavirus-related restrictions.
@ABC https://t.co/2uqRWvdGdI",Neutral,1,"Shoppers wearing protective gear returned to a supermarket in Wuhan as the city loosened coronavirus-related restrictions.
 url",1
29602,74554,"Washington, DC",01-04-2020,12 Things to Know Before Grocery Shopping Online https://t.co/wG7D4jCgmH #stayhomeandstaysafe #coronavirus,Neutral,1,12 Things to Know Before Grocery Shopping Online url stayhomeandstaysafe coronavirus,1
29599,74551,UK,01-04-2020,Lamb prices tumbled Â£30 a head after retailer and export demand evaporated with tightening #coronavirus social distancing rules. https://t.co/EnwZC6HETR #sheep365 #farminguk,Negative,1,Lamb prices tumbled Â£30 a head after retailer and export demand evaporated with tightening coronavirus social distancing rules. url sheep365 farminguk,0
29378,74330,"San Diego, CA",01-04-2020,#Coronavirus Has Highlighted the Problems in Supermarket Supply: IDTechEx Asks if #VerticalFarming Could Be the Solution.  https://t.co/j4kZF6Ndsx #foodsupplychain https://t.co/ShGvghFVt7,Negative,1,Coronavirus Has Highlighted the Problems in Supermarket Supply: IDTechEx Asks if VerticalFarming Could Be the Solution.  url foodsupplychain url,0
29379,74331,Cayman Islands,01-04-2020,A robot in a Germen supermarket is reminding customers to keep a 2 meter distance when queuing at the checkout 19,Neutral,1,A robot in a Germen supermarket is reminding customers to keep a 2 meter distance when queuing at the checkout 19,1
29380,74332,"Denver, CO",01-04-2020,Beware of counterfeiters The is working with law enforcement to warn about how to be prepared to prevent criminals from exploiting the pandemic And FDA are monitoring to halt fraudulent product sales,Extremely Negative,1,Beware of counterfeiters The is working with law enforcement to warn about how to be prepared to prevent criminals from exploiting the pandemic And FDA are monitoring to halt fraudulent product sales,0
29381,74333,Kansas City,01-04-2020,Bright spots in dark times: local businesses like this one are pivoting to respond to their consumerÂs needs during a time of crisis - https://t.co/LWbo4eWHzD #pivot #coronavirus,Positive,1,Bright spots in dark times: local businesses like this one are pivoting to respond to their consumerÂs needs during a time of crisis - url pivot coronavirus,2
29391,74343,Arizona,01-04-2020,Online shopping distracts me from eating... so I might just be broke instead of fat after this #coronavirus,Extremely Negative,1,Online shopping distracts me from eating... so I might just be broke instead of fat after this coronavirus,0
29393,74345,Stoke-on-Trent & Manchester ,01-04-2020, How many more conversations can we have How many more times can we share these experiences only to feel like those in power are not listening   Charlotte Killeya  @pxiprojects ,Positive,1,How many more conversations can we have How many more times can we share these experiences only to feel like those in power are not listening   Charlotte Killeya,2
29394,74346,"Bangkok, Thailand",01-04-2020,Cashiers in a retail store wear #faceshields while serving their customers as a preventive measure against the spread of #coronavirus #covid19 https://t.co/BQ9fi9jZVk,Neutral,1,Cashiers in a retail store wear faceshields while serving their customers as a preventive measure against the spread of coronavirus covid19 url,1
29404,74356,"New York, NY",01-04-2020,Houston based Callon Petroleum CPE facing a triple whammy as it deals w 3bln in debt an ill timed acquisition of a rival oil amp gas explorer flat lining energy prices amp w french,Negative,1,Houston based Callon Petroleum CPE facing a triple whammy as it deals w 3bln in debt an ill timed acquisition of a rival oil amp gas explorer flat lining energy prices amp w french,0
29405,74357,"Milan, Italy",01-04-2020,#Brands Must Adapt to New Values Set by the #CoronavirusÂ #Consumer https://t.co/syHVuVqZHN via @SourcingJournal,Positive,1,Brands Must Adapt to New Values Set by the CoronavirusÂ Consumer url via,2
29411,74363,"Co.Cork, Ireland",01-04-2020,Store Return Policies A list of retailers with changes because of,Neutral,1,Store Return Policies A list of retailers with changes because of,1
29413,74365,"Devon, England",01-04-2020,Here s a list of Totnes shops and food places offering collection or delivery Please contact the business in advance to ensure they are open,Positive,1,Here s a list of Totnes shops and food places offering collection or delivery Please contact the business in advance to ensure they are open,2
29417,74369,"North East, England",01-04-2020,Deputy editor of spoke to tees of to clarify the position on for essentials during and what restrictions and government guidelines mean for Listen here 10 50,Neutral,1,Deputy editor of spoke to tees of to clarify the position on for essentials during and what restrictions and government guidelines mean for Listen here 10 50,1
29419,74371,multan,01-04-2020,With the UK in lockdown here is how supermarkets have responded and how online deliveries may not be the best bet,Negative,1,With the UK in lockdown here is how supermarkets have responded and how online deliveries may not be the best bet,0
29420,74372,United Kingdom,01-04-2020,Why #coronavirus could add fuel to fast fashionÂs fire #20pledges https://t.co/XzgHR61ZzF via @Oliviapetter1,Negative,1,Why coronavirus could add fuel to fast fashionÂs fire 20pledges url via,0
29429,74381,"Glasgow, Scotland",01-04-2020,Is it just my imagination or have @asda put a lot of their prices up?? Hardly any deals or rollbacks ? #lockdownuk #coronavirus,Neutral,1,Is it just my imagination or have  put a lot of their prices up?? Hardly any deals or rollbacks ? lockdownuk coronavirus,1
29431,74383,"Atlanta, GA",01-04-2020,Want to get your Coronavirus relief check? Scammers do too. https://t.co/Y3MfEG1uh7 #coronavirus #covid19,Positive,1,Want to get your Coronavirus relief check? Scammers do too. url coronavirus covid19,2
29440,74392,"Kansas City,  MO",01-04-2020,The issue of food waste amp hunger are bound to gain a rapid increase in attention amp concern during this unfortunate COVID 19 outbreak Read about our feature on story for amp via,Negative,1,The issue of food waste amp hunger are bound to gain a rapid increase in attention amp concern during this unfortunate COVID 19 outbreak Read about our feature on story for amp via,0
29441,74393,"Penrhyndeudraeth, Wales",01-04-2020,Supermarket worker s powerful message to store browsers putting staff at risk during lockdown,Positive,1,Supermarket worker s powerful message to store browsers putting staff at risk during lockdown,2
29442,74394,"Brighton, UK",01-04-2020,The pub may be closed but that doesn t mean we can t help people Highlighting more heroes we meet the UK pubs pulling out all the stops to help their local communities cc,Extremely Positive,1,The pub may be closed but that doesn t mean we can t help people Highlighting more heroes we meet the UK pubs pulling out all the stops to help their local communities cc,2
29444,74396,India,01-04-2020,Now more than ever we need to support each other KHAN has been supporting people in his hometown by shopping online for them Hats off KHAN 19 Read all the stories at,Extremely Positive,1,Now more than ever we need to support each other KHAN has been supporting people in his hometown by shopping online for them Hats off KHAN 19 Read all the stories at,2
29446,74398,Scotland,01-04-2020,"Morrisons will produce extra food and up its deliveries to get Â£10m of meals to foodbanks as Covid-19 drives demand and cuts down on volunteers.

https://t.co/wt6F2zbH8P",Negative,1,"Morrisons will produce extra food and up its deliveries to get Â£10m of meals to foodbanks as Covid-19 drives demand and cuts down on volunteers.

url",0
29448,74400,"Marlow on Thames, UK",01-04-2020,Hy-Vee extends reserved shopping times for Âhigh-riskÂ customers to online https://t.co/4bDAhLndzv #coronavirus,Negative,1,Hy-Vee extends reserved shopping times for Âhigh-riskÂ customers to online url coronavirus,0
29376,74328,Anywhere there is light,01-04-2020,As people spend more time shopping online one man is spending his time online documenting his descent into Lockdown Life in Dundalk Please do what you can,Positive,1,As people spend more time shopping online one man is spending his time online documenting his descent into Lockdown Life in Dundalk Please do what you can,2
29372,74324,"Kano, Nigeria (Blackdiamond)",01-04-2020,COVID 19 Lockdown Hunger grips Kaduna residents as demand for food increase,Negative,1,COVID 19 Lockdown Hunger grips Kaduna residents as demand for food increase,0
29364,74316,Egypt,01-04-2020,Americans are shopping online more frequently or for the first time to avoid germs in public places   We expect this trend to continue,Negative,1,Americans are shopping online more frequently or for the first time to avoid germs in public places   We expect this trend to continue,0
29362,74314,Shanghai,01-04-2020,The collective response to the from panic buying at grocery stores to restaurant closures is bound to increase food loss experts say at a time when insecurity is on the rise But solutions exist via,Negative,1,The collective response to the from panic buying at grocery stores to restaurant closures is bound to increase food loss experts say at a time when insecurity is on the rise But solutions exist via,0
29304,74256,Australia,01-04-2020,Oh FFS Novel Shopping Trying to be responsible but 1 Australia search tool not working 2 online delivery down 3 deliveries If you place a delivery order you will have a high level of out of stocks,Negative,1,Oh FFS Novel Shopping Trying to be responsible but 1 Australia search tool not working 2 online delivery down 3 deliveries If you place a delivery order you will have a high level of out of stocks,0
29314,74266,Edmonton,01-04-2020,"The provincial government is increasing its food inspector capacity, as demand for meat increases across Alberta due to the COVID-19 pandemic.
https://t.co/V9KvNUwnOS",Negative,1,"The provincial government is increasing its food inspector capacity, as demand for meat increases across Alberta due to the COVID-19 pandemic.
url",0
29315,74267,News & Bible verses USA,01-04-2020,"Coronavirus: Oil prices could turn negative as storage nears capacity

#coronavirus #pandemic #wakethebride #coronavirususa #covid19
#CoronavirusOutbreak  https://t.co/7VtEvw26Z3",Negative,1,"Coronavirus: Oil prices could turn negative as storage nears capacity

coronavirus pandemic wakethebride coronavirususa covid19
CoronavirusOutbreak  url",0
